Date,^FTSE_log_return,^GSPC_log_return,^N225_log_return,^STOXX50E_log_return
2017-09-13,0.0856909621465812,0.07424768676327392,0.10277837420073636,0.11183562043327211
2017-09-14,0.08719837656910027,0.07416796159347737,0.10264299732709058,0.11182631290536853
2017-09-15,0.08847518991731498,0.07419645038537684,0.10278516389517073,0.11193176167161958
2017-09-18,0.08865996016188335,0.07401381073665386,,0.11172263816134334
2017-09-19,0.0887336675707093,0.07315968689997206,,0.11170969526755094
2017-09-20,0.08871811711344735,0.07310418530066039,0.10069083111952574,0.11174162775223874
2017-09-21,0.08828170412493633,0.07322745780937166,0.10070128183280397,0.11161918151635886
2017-09-22,0.08872156382377568,0.07314826737364064,0.10075151388825197,0.11156418769498222
2017-09-25,0.08873990165465193,0.07090662304627743,0.10095627680934255,0.11091823573606696
2017-09-26,0.08822783449499401,0.07088098260745893,0.1010713025494491,0.11088249204400029
2017-09-27,0.08773873308030912,0.07102859182184411,0.10104436077230165,0.11099083789898809
2017-09-28,0.08770723464801711,0.0710085012446227,0.09642121060602771,0.11095982281466842
2017-09-29,0.08819303886078143,0.0711138384469873,0.09638406413944396,0.11149007332934982
2017-10-02,0.08858566199125524,0.07063725937716923,0.09557745565596054,0.11083440078623388
2017-10-03,0.08825706297223156,0.07067004732681918,0.09431784908652169,0.11076403204339563
2017-10-04,0.08809725636257713,0.0705958774823562,0.09302104137144991,0.1108169853930159
2017-10-05,0.08837674960220071,0.07084683279559634,0.09301999954330605,0.11048873786841597
2017-10-06,0.08788168771332489,0.07081502626123425,0.0923166137537624,0.11052893273714151
2017-10-09,0.08754166819811943,0.07089716373128324,,0.11053372824642356
2017-10-10,0.08741382058308193,0.07074726091747963,,0.11041052065848385
2017-10-11,0.08741761717998495,0.07074283521967557,0.09156461584578554,0.1097993008540764
2017-10-12,0.08726806225531064,0.07078902629648773,0.09153707664935133,0.10976697930011638
2017-10-13,0.0869949681415036,0.07078988927608183,0.09136681447869309,0.10968734383036997
2017-10-16,0.08701981511187014,0.07074638950260927,0.09150264530388574,0.10950305011208984
2017-10-17,0.08702008710835052,0.07046570997691211,0.08913862389548426,0.10948494389140265
2017-10-18,0.08705091542164534,0.06964494933600619,0.08905168403079633,0.10934833741738596
2017-10-19,0.08703041445578033,0.0694529262266747,0.0887150592574083,0.10949875163142521
2017-10-20,0.08673002677056867,0.06963001680579115,0.0885803623147895,0.10949335761877688
2017-10-23,0.08673103832288195,0.06929755013825617,0.08828963354861788,0.10912887347710046
2017-10-24,0.08671921381313219,0.06909905438707284,0.08776726903768531,0.10905609361263598
2017-10-25,0.0831481389456299,0.06803339046643465,0.08770352982053249,0.10911972989716877
2017-10-26,0.08343319642749814,0.06759903222783618,0.08770537026518088,0.11049101954502405
2017-10-27,0.08346332130574191,0.0683913523568821,0.08906547950509208,0.09597563154888898
2017-10-30,0.08288386778677093,0.06861039919297178,0.08907495838838653,0.09602122622328774
2017-10-31,0.08258782856192642,0.06851421694128866,0.08907252441341601,0.0960918664611403
2017-11-01,0.08252393152373089,0.06851013442753444,0.09145612735012187,0.09625646724222435
2017-11-02,0.08338641450365979,0.0685094227898187,0.08992743471133682,0.09631069306220139
2017-11-03,0.08289349924635449,0.06853918403091737,,0.09627158081311034
2017-11-06,0.08289353232403285,0.0685437983651563,,0.09498396535609244
2017-11-07,0.08311969291048844,0.06838520447562758,0.09173660090796107,0.09470126842679277
2017-11-08,0.08278743196882028,0.06838799120941454,0.0907278443002714,0.0944829395621456
2017-11-09,0.08326845473382082,0.06863538564078665,0.09072930609312593,0.09591033744676847
2017-11-10,0.08335793634867696,0.06866710148687206,0.09151447010273504,0.09618368601047592
2017-11-13,0.08335695374089386,0.06855202459313614,0.09348370255172299,0.09609554267160948
2017-11-14,0.08236862423147909,0.06861464183375698,0.09309119753066945,0.09619932335582695
2017-11-15,0.08268218278878242,0.06891855691858116,0.09591674580188302,0.09626828953721311
2017-11-16,0.08174024111785762,0.06972299470523899,0.09784028889556354,0.09658210628112214
2017-11-17,0.08148963228913378,0.06443421879563715,0.09780318109618316,0.0942095859281876
2017-11-20,0.0813615848336546,0.06430503287152003,0.09805966873207336,0.09393797363611682
2017-11-21,0.08144289487668656,0.06426356602119224,0.09841458214220299,0.09369440097844307
2017-11-22,0.08126332600524692,0.06399095040286226,0.0985402777148276,0.09383864811619327
2017-11-23,0.08126213418779529,,,0.09362937631492203
2017-11-24,0.08107512996938636,,,0.09363606091686194
2017-11-27,0.08121157293893526,0.06398882356035653,0.09826258531900056,0.09389033023938478
2017-11-28,0.08241608696617134,0.06522753772523994,0.09618468032202894,0.09392878791677713
2017-11-29,0.08339225736955877,0.06503348597929974,0.09633578207231527,0.0939161275650048
2017-11-30,0.08426734080226497,0.06587847641717444,0.09643461523115052,0.09413949474123065
2017-12-01,0.08440750090653065,0.06597457219726031,0.09633065788733361,0.09514412644171354
2017-12-04,0.08431538941384785,0.06530866752294362,0.09638475973286008,0.09709658419582018
2017-12-05,0.08417302716882531,0.06546514680258445,0.09655005279250557,0.0969385592389336
2017-12-06,0.0829651813252473,0.06542092909721273,0.10042750939361778,0.09659581311751651
2017-12-07,0.08307604990238174,0.06531736092981338,0.10221719484894909,0.09524475442831615
2017-12-08,0.0842651805475389,0.06565926420116652,0.10380344733231876,0.09535765279742608
2017-12-11,0.08488673743709328,0.06574969113976481,0.10393719788542581,0.09533104109646162
2017-12-12,0.08467318340762654,0.06572136415285193,0.10323050565570419,0.09517936942358501
2017-12-13,0.0842772727448203,0.06569830733843447,0.10135995546040258,0.09519849056552533
2017-12-14,0.08402034784734284,0.06583387505210081,0.10147884915551471,0.09467262442057775
2017-12-15,0.08383986393069244,0.0668110384018234,0.1009103855237893,0.09439559943560474
2017-12-18,0.08413511967401416,0.06698300991377291,0.10295833834874081,0.09631601062914737
2017-12-19,0.08412154126083501,0.06722548680819367,0.10279480632341594,0.0969225445411749
2017-12-20,0.08414878647577935,0.0664050090116784,0.10262006789626188,0.09751651458822058
2017-12-21,0.08529295574240144,0.06557192785422881,0.10228146057759996,0.09751664088050373
2017-12-22,0.08528527120964358,0.06556686893218781,0.10226242501055824,0.09731200751869516
2017-12-25,,,0.10223360220995062,
2017-12-26,,,0.10219551065632784,
2017-12-27,,0.06554238603105046,0.10198922127903527,
2017-12-28,0.08477665306972777,0.06554979782264922,0.10213699122139507,0.09785636084738543
2017-12-29,0.08521176939322189,0.06609541574614686,0.10165420157531907,0.09467030524858368
2018-01-02,0.08521818275438621,0.06571843595102753,,
2018-01-03,0.08446298898983554,0.06522632061317707,,
2018-01-04,0.08444738614269705,0.06394661409914054,,0.09674835849295647
2018-01-05,0.08456242662006314,0.06450844308953571,0.10198280275578425,0.09581610182725697
2018-01-08,0.08450855792169235,0.06448896589818943,,0.09571499918609169
2018-01-09,0.0846792260938523,0.06275149157239013,,0.09573464749964135
2018-01-10,0.08466340986616802,0.06237458866901637,0.10205199785649718,0.09563082537807735
2018-01-11,0.08426599033636024,0.06294191439214071,0.10222559336744319,0.0958280993627297
2018-01-12,0.08273867883732104,0.06338515187804332,0.10233161838616048,0.09589178819935645
2018-01-15,0.08276173487400025,,0.10228951430212793,0.09570899455060017
2018-01-16,0.08249245436783358,,0.10277730868691141,0.0936052693708924
2018-01-17,0.08260801581456491,0.06386004393580177,0.10285107075184152,0.09356180692073791
2018-01-18,0.08269864415585905,0.06397319783614229,0.10210369132102536,0.09360289248742404
2018-01-19,0.08252693258019844,0.06394263533543933,0.10211169928710788,0.09411752746153647
2018-01-22,0.08193445444663085,0.06465752645368399,0.10207016630050432,0.09297260771818092
2018-01-23,0.08166844991441614,0.06466612536318127,0.10342060182866997,0.09263033556740322
2018-01-24,0.08204122253188684,0.06444310347615853,0.10386767470603311,0.09336813513481682
2018-01-25,0.0815469478346378,0.06442068660941644,0.10517587301723932,0.0913734133354064
2018-01-26,0.08197512762644792,0.06610026523859351,0.10481179559974486,0.09158241331421876
2018-01-29,0.08194990467460926,0.06698950859613546,0.10459850761357417,0.0912757452540358
2018-01-30,0.08218059005800704,0.06912342585014018,0.1065006113702232,0.09219066359574803
2018-01-31,0.0828555552294683,0.06911902839217465,0.10727637266638239,0.09219194130616429
2018-02-01,0.0827136213388132,0.06910074212303059,0.10961913239021975,0.09248036035463718
2018-02-02,0.0831721193071659,0.07603943511251819,0.11050629048727828,0.09471270795523667
2018-02-05,0.08487357726086636,0.09717380296709549,0.11643212084308949,0.09639914534391306
2018-02-06,0.09255784856921724,0.09995949091921026,0.13538817715915444,0.10097487805715573
2018-02-07,0.0964912986087924,0.1002911384272522,0.1351026233852113,0.10401958821615516
2018-02-08,0.09870706825638755,0.11437586890936705,0.1359954924316519,0.10868141757270132
2018-02-09,0.09953612191529589,0.11615967541813121,0.13993809748193456,0.10915002391664792
2018-02-12,0.09898097756875072,0.11766240652375815,,0.10977986796246476
2018-02-13,0.09781715495680919,0.11761542404919591,,0.10980750027813045
2018-02-14,0.09787035348348885,0.11895791420546463,0.14005780698255657,0.10893700989574483
2018-02-15,0.09778210044535098,0.1179777996303216,0.1412939664774812,0.10916517710402239
2018-02-16,0.0980336746654404,0.11798015977592971,0.14221950227984642,0.10988073647930174
2018-02-19,0.09808156012680519,,0.14475748554589138,0.10977850777321503
2018-02-20,0.09731697729472297,,0.14539849038647945,0.1101851957052536
2018-02-21,0.09755194486397964,0.11762757233762212,0.14536312551510425,0.10981184129170361
2018-02-22,0.09694948979173133,0.1176119435695216,0.14608663704552882,0.10900985698893172
2018-02-23,0.09695924911545772,0.11951797133117638,0.14624779730085896,0.10886039693582276
2018-02-26,0.09725381201499689,0.11812196177997708,0.1470758658972828,0.10919577697707507
2018-02-27,0.09725732761652026,0.11969325380323581,0.1465288558460203,0.10918624336573533
2018-02-28,0.09758199718616899,0.12094328979414695,0.14806678520048455,0.10922794678382138
2018-03-01,0.09732514842838731,0.12197901241283798,0.14906053394906454,0.10962171161629077
2018-03-02,0.099449472410784,0.12197083614819051,0.15338097398763895,0.11381261605823742
2018-03-05,0.09982352201870545,0.12272426200629152,0.15366117940681664,0.11432588408321676
2018-03-06,0.09979709221651675,0.1227425422300296,0.15472232020623625,0.11393575490008546
2018-03-07,0.09977664428000368,0.12275844647815454,0.15502233590028092,0.11412549228103036
2018-03-08,0.09984118172970213,0.12285556482292084,0.15518948550378267,0.11505958046298276
2018-03-09,0.09988409521410017,0.12487815516046603,0.1552811256364228,0.11497334033918039
2018-03-12,0.09963526106228951,0.12475203167435679,0.15679680687713957,0.11488972517088453
2018-03-13,0.10068346721672473,0.12518880378601077,0.1568988500029313,0.11565042916775588
2018-03-14,0.10062214756125289,0.12551321760636183,0.15743804208878526,0.11398717073510393
2018-03-15,0.0993643884109569,0.125526887727191,0.15728456602998184,0.11418682718602494
2018-03-16,0.09828723591415152,0.12548414881886394,0.1572250917326103,0.11452826829777381
2018-03-19,0.10087905253133156,0.1265338069392523,0.1574889754681967,0.11582218083155295
2018-03-20,0.10085320826022381,0.12648372535934013,0.15761340686438222,0.11600207383859726
2018-03-21,0.10093611438857539,0.12653649272359363,,0.11597559713232493
2018-03-22,0.10236234009789591,0.13183105031823372,,0.11797024110344277
2018-03-23,0.10206074889236481,0.13534380051166503,0.17020110274203457,0.11976740145738875
2018-03-26,0.10223959215756302,0.14041357947243246,0.17027847762120915,0.11983049176045724
2018-03-27,0.10484854946048143,0.14269130942329264,0.17424640190875013,0.12105859053541071
2018-03-28,0.10511302290597013,0.14276786165111013,0.17530444706023027,0.12124861368758431
2018-03-29,0.10512744976930709,0.1439156654920857,0.17526666152056036,0.12199437053272436
2018-03-30,,,0.17525037210563466,
2018-04-02,,,0.17453339451231184,
2018-04-03,,0.14491884199220245,0.17453841305041154,
2018-04-04,0.10464261143707691,0.1456784944195864,0.174496704504752,0.12174152304296071
2018-04-05,0.10908065043117926,0.14593355012863735,0.17566024585787737,0.12750739697238272
2018-04-06,0.10895073621345451,0.1494071501925519,0.1757380279324888,0.12714859244160934
2018-04-09,0.10898221157390997,0.14945623640885305,0.17586562870664085,0.12714075084471604
2018-04-10,0.10965136048821172,0.15110365928996367,0.17597989692000465,0.1275572938161597
2018-04-11,0.10961502023676567,0.15128772486214412,0.17599312777878537,0.12771573682573809
2018-04-12,0.10958963478297652,0.15165631128154017,0.17593667610300842,0.12790994293358976
2018-04-13,0.10942986414758227,0.15173586947776252,0.17603721966392571,0.12787877653535373
2018-04-16,0.11014907750411476,0.15193833360097048,0.17595220523981028,0.12785839100243537
2018-04-17,0.1102112378408255,0.15257104535427357,0.17595160188011374,0.12873305110888605
2018-04-18,0.11165314328125112,0.15252858472211825,0.1770327774208072,0.12880206355178095
2018-04-19,0.11167539280827309,0.15278632591064095,0.17645188171560272,0.12880919944344607
2018-04-20,0.11193724199904503,0.15333591531290985,0.17646358470362622,0.12885445966172523
2018-04-23,0.1119813908853486,0.15330339281043318,0.17653431594566069,0.12909441343634825
2018-04-24,0.11204795020322755,0.15459023177789674,0.176890433420263,0.12909309880353934
2018-04-25,0.11238193099793024,0.15459168894003442,0.1769032452211143,0.1293713600498951
2018-04-26,0.11268452523053299,0.15522238655396223,0.1769558704502486,0.129484866189175
2018-04-27,0.1137406015628755,0.15522408898781384,0.17669397216407387,0.12958959097504605
2018-04-30,0.11274576751750738,0.1557216468346291,,0.1297867901334997
2018-05-01,0.11252084019346845,0.1556114246907909,,
2018-05-02,0.11254797914441486,0.15586736625957834,0.17658828954521538,
2018-05-03,0.11276176034751946,0.15590573747556197,,0.13014240207115851
2018-05-04,0.1134018782444975,0.15669767146776553,,0.13023230955203097
2018-05-07,,0.1567477226607122,,0.12908209686730648
2018-05-08,,0.15639113871472338,0.17652785266168752,0.12895582793907073
2018-05-09,0.11479172748197877,0.15682852750425694,0.17663480781106006,0.12898658435599467
2018-05-10,0.11431999382572221,0.15731055252368786,0.17663210478216024,
2018-05-11,0.11439167138849518,0.15731196977384912,0.1773814077633703,
2018-05-14,0.11442429607346798,0.15731058415219795,0.17681569221223342,0.12889501278112223
2018-05-15,0.11404285390843982,0.15763470254565465,0.1767017538653341,0.12855120173149376
2018-05-16,0.11402127068215837,0.15770705566678472,0.17669885471196098,0.12851854108393015
2018-05-17,0.11405873472599154,0.1577169335640395,0.17684655983575995,0.12907409481941676
2018-05-18,0.11362134916127828,0.1577801732859188,0.17607775538460585,0.1292363113714134
2018-05-21,0.11441276861405503,0.15794368226021135,0.17613437580014346,
2018-05-22,0.11444004555493573,0.15802093519836108,0.1761533241794355,
2018-05-23,0.11534101591487522,0.15806224717311718,0.17497183206576788,0.13015189050695056
2018-05-24,0.11612979765198005,0.1580517806629993,0.17547117328778694,0.13037132720569886
2018-05-25,0.11613440455028148,0.15786281294127044,0.17369567707646663,0.12937725402548186
2018-05-28,,,0.173714081287482,0.12982997326182763
2018-05-29,,,0.17384433676538222,0.13147541185556716
2018-05-30,0.11655908007210285,0.1584109414531837,0.1747648688164746,0.13143225503769082
2018-05-31,0.11653378007063535,0.1587098883167109,0.17425920321315697,0.13210707753021791
2018-06-01,0.11659215541631789,0.1593464734164003,0.17426368618032903,0.13334740398090741
2018-06-04,0.1167787673359258,0.1592242725113171,0.17399335298655183,0.13336496827184163
2018-06-05,0.11724320479621785,0.15920942349699976,0.17277741538291747,0.13332415271682782
2018-06-06,0.11718522236576498,0.1595757887966214,0.17284375267001062,0.1331275508111895
2018-06-07,0.11634943014167176,0.15908018575312616,0.1731068061350947,0.13298172197262198
2018-06-08,0.11568015125410272,0.15910609836258807,0.17298446190850825,0.13300037129345932
2018-06-11,0.11528993688753789,0.15876103678346196,0.17298843754022786,0.13366365661263835
2018-06-12,0.11535047441320069,0.1587177292752528,0.1730305982198915,0.13351482411973364
2018-06-13,0.11515540153653452,0.15884299995019371,0.17312473961746147,0.1332843511831582
2018-06-14,0.11560893604665319,0.15873115666734977,0.1735217920329187,0.1346848317824152
2018-06-15,0.11823800173581094,0.15874682443827437,0.1734779585663161,0.13474527984907805
2018-06-18,0.11809760603942966,0.15877097176972949,0.17366200985700445,0.13458711029879872
2018-06-19,0.11744886545692805,0.1587695465808844,0.17530310249101613,0.13370744565439224
2018-06-20,0.11700423942966783,0.15873596468168974,0.17617693463648398,0.13371486040648375
2018-06-21,0.11747799152221074,0.15904181093375633,0.1741925908571747,0.13446001752875703
2018-06-22,0.11972987545642956,0.15904413684053625,0.17328435078179297,0.13534945957288586
2018-06-25,0.12371590836307357,0.16021708205465854,0.1724347199861641,0.13831753145583317
2018-06-26,0.12357079365342757,0.15978888639318406,0.1722194589633804,0.13828803380976423
2018-06-27,0.12424129782946262,0.16015639175282398,0.17221885175391802,0.13864034847591336
2018-06-28,0.12424451580764793,0.16027962140324303,0.1721163627096358,0.1390492620717487
2018-06-29,0.12423968780673916,0.16026967769984674,0.1721091990955353,0.13935930602463997
2018-07-02,0.12452111917603129,0.16029750856903022,0.17468086256469684,0.13964346603486136
2018-07-03,0.12478515712104124,0.1604768240866776,0.17319798433002556,0.13900696402591584
2018-07-04,0.1248461466201252,,0.1732285837108325,0.13867261339492404
2018-07-05,0.12439658708000859,,0.1735005680271431,0.13877518094034325
2018-07-06,0.12420037739440598,0.16087496129886192,0.1743206227523894,0.13860951626140397
2018-07-09,0.12479811627623881,0.16129063695822687,0.17522460360186093,0.13855648966286083
2018-07-10,0.12472218787382024,0.16113273428051464,0.17549125138817726,0.13829935997912304
2018-07-11,0.12600718856726714,0.16113104796748992,0.1762194864167754,0.1396161345848227
2018-07-12,0.1263803977118541,0.16133609468778284,0.1770610036577895,0.13788906788184116
2018-07-13,0.1262396413852505,0.16126116651127692,0.17891301690113787,0.13704402673632793
2018-07-16,0.1267180483422255,0.16100754540298062,0.17891284969630045,0.13699578725906097
2018-07-17,0.12678232983670798,0.16107586746311098,0.17856371717800198,0.13702027322959567
2018-07-18,0.127088405156519,0.161089497169824,0.17865931003663715,0.13744777792544208
2018-07-19,0.12708328119098528,0.16119592302414132,0.17861652974317935,0.1374378089141272
2018-07-20,0.12706319287187962,0.16093467317012702,0.17863076456202734,0.13730955414318502
2018-07-23,0.12701056498958763,0.1606940116678444,0.17951883222497023,0.1373228953292574
2018-07-24,0.12729681090999925,0.16030377530970877,0.17907873025813142,0.13781538389226156
2018-07-25,0.12754093083666662,0.1607568535616973,0.17917463915492124,0.13789281875560053
2018-07-26,0.12750993143820236,0.16072768941926246,0.17908992645406557,0.1388953986033631
2018-07-27,0.12766463936236128,0.1606438703670184,0.179261516299707,0.13863695333658899
2018-07-30,0.12658973371545712,0.16084092359313645,0.1795315085185682,0.13858249326274322
2018-07-31,0.12675559771398018,0.16097621700074063,0.17853046031660405,0.13866744667081998
2018-08-01,0.12770729852191726,0.16098451114844547,0.1787043252685982,
2018-08-02,0.1285200181693914,0.1602794118155615,0.17858091480169708,
2018-08-03,0.12847547318111857,0.16010331595479158,0.17857881947535845,0.1383641817145839
2018-08-06,0.12804252362748705,0.15937470923017216,0.17857903779494444,0.13828401800508702
2018-08-07,0.12811579420945485,0.15941354423878562,0.17775890664497188,0.13838919819306297
2018-08-08,0.1281558097226617,0.15940962246292442,0.1773862221536734,0.13844165376714024
2018-08-09,0.12652865765085264,0.15637970795444175,0.1757694179931087,0.13773824886829267
2018-08-10,0.12130120046194684,0.14469741118550744,0.17630736516070308,0.1404536887603948
2018-08-13,0.11853594847588646,0.1429237139506344,0.17480127698178036,0.14007243199075137
2018-08-14,0.11663031727230544,0.14292650787437605,0.16392613199397632,0.13844130738483942
2018-08-15,0.11758370585875406,0.13225871566180958,0.16421577405846394,0.13887084061833788
2018-08-16,0.11693064263015368,0.13115048215591485,0.16345208131630268,0.13473107844416876
2018-08-17,0.116902792550832,0.12989890340664137,0.160030904787986,0.13245648705063043
2018-08-20,0.1167300422150141,0.12989401350142998,0.15997715091647569,0.12879018098460263
2018-08-21,0.11681223796339042,0.12867931560842857,0.15867788589223822,0.12709146424227624
2018-08-22,0.11629163353334813,0.12767934411788687,0.15806079449948485,0.1259135153752478
2018-08-23,0.11590806265231973,0.1277208397022525,0.15564891471347742,0.1253496124069856
2018-08-24,0.11592222397019664,0.12766237842199277,0.15542651577642927,0.12482410613465515
2018-08-27,,0.128039165568038,0.1558752200584105,0.1250933710008227
2018-08-28,,0.12620535712563902,0.15509540323410986,0.12422395820584814
2018-08-29,0.1162531281889845,0.12542768284086284,0.1547962581639795,0.12399867423720111
2018-08-30,0.1164676259217483,0.12418360915786966,0.153915054565829,0.12395305365951381
2018-08-31,0.11759266332769376,0.12304158128837034,0.1531937000013374,0.12495451643929543
2018-09-03,0.11804313006636738,,0.15211733440514005,0.1249552585910278
2018-09-04,0.11839423733758718,,0.1504362942771449,0.12578150395487264
2018-09-05,0.11885391866069225,0.12148731381280048,0.14617023016413377,0.12678530314925615
2018-09-06,0.11898866187281819,0.12149945266898314,0.1459712975294994,0.12703048162680566
2018-09-07,0.11733872255518114,0.12069130391985575,0.1443697503322973,0.1268120463325405
2018-09-10,0.11700763611006311,0.12067124478621143,0.14397131496085963,0.12596272813251014
2018-09-11,0.11687437941033949,0.12073949185926228,0.144900533796894,0.12199076917421942
2018-09-12,0.1170952485830188,0.12061980165225995,0.14483017404380602,0.12146896493325003
2018-09-13,0.11695467556918963,0.11847019310834907,0.14361634030078158,0.121500801974305
2018-09-14,0.11696048591652032,0.11844247623877395,0.1442845942098503,0.12131318901219976
2018-09-17,0.11694212224575778,0.11835347798230042,,0.12037880303701187
2018-09-18,0.11593133291045461,0.11820207889482429,,0.12045588924557121
2018-09-19,0.1160546145898881,0.11818735119299956,0.14444871168752899,0.12047459909988473
2018-09-20,0.11623451482624315,0.11861003872794518,0.14444548453150025,0.12059227306084887
2018-09-21,0.11839868629337047,0.11667334150015833,0.14457549237902587,0.12108470173042576
2018-09-24,0.11594093679397943,0.11683119388247262,,0.12102536937382823
2018-09-25,0.11621858425501017,0.11680916587263172,,0.12070825105607688
2018-09-26,0.11609631723771795,0.11080723606719758,0.1439962071887154,0.11949524859879526
2018-09-27,0.11474323846196402,0.10623468052140644,0.14457805347156638,0.1194755459972191
2018-09-28,0.11476652019299301,0.09975948546277563,0.12948432703430318,0.12124331715952012
2018-10-01,0.11455827631378372,0.09632747441396664,0.12932845003993285,0.11928922809861917
2018-10-02,0.11257418303098057,0.09618046507250379,0.12427416330558638,0.11778272883175359
2018-10-03,0.11243337120277441,0.09450467616832073,0.12303941795662786,0.11762148654728942
2018-10-04,0.11389663087617768,0.09396349394509519,0.12316908894239872,0.1172719736590915
2018-10-05,0.11561229051213168,0.0931623285562291,0.12239563647194936,0.11781978309022821
2018-10-08,0.11218594077101769,0.0927667082496432,,0.11812973983136901
2018-10-09,0.1121396827889888,0.0869269658156369,,0.11820954351443806
2018-10-10,0.11359265547919636,0.09943550965466671,0.12228554173982933,0.11443395219966522
2018-10-11,0.11604253530480335,0.10130920006569218,0.13480613586107842,0.11677517697434343
2018-10-12,0.11604754242474385,0.1028445007745726,0.13492914560684335,0.11687576474947571
2018-10-15,0.1162598538933033,0.10262272253687248,0.13601732224815077,0.11665302856944837
2018-10-16,0.11642324722562018,0.1067178175744151,0.13699841020122303,0.1183345432656661
2018-10-17,0.1157146618159823,0.10617180236821332,0.13797987298647296,0.11800152040691786
2018-10-18,0.11570051944380513,0.10724524397364442,0.13830636835842747,0.11871659987943024
2018-10-19,0.11438194743193777,0.1072447640706408,0.13835851827459378,0.11869718113254685
2018-10-22,0.11435740118721599,0.1071034366256982,0.13842510467697935,0.1179265712993707
2018-10-23,0.11537886814378064,0.10668507527547645,0.14353306178473815,0.11962821290984992
2018-10-24,0.11521699052292213,0.11566469375828022,0.14357810178703398,0.11968367596267238
2018-10-25,0.11542465133731321,0.11697584244787784,0.15329805005718386,0.12073566635566359
2018-10-26,0.11581085667719507,0.11960711511219087,0.1520079855488487,0.12103491759891014
2018-10-29,0.11691254619161452,0.11907083201572198,0.1519942039647295,0.12146318976989288
2018-10-30,0.11584571115977131,0.12108472955606317,0.1534329487725768,0.12114732817031033
2018-10-31,0.11738667274723016,0.12144361783311053,0.15639165002301425,0.1230709867533046
2018-11-01,0.11737723033945258,0.12226853355106183,0.15660893368313566,0.12298208440477101
2018-11-02,0.1173297227694662,0.12216402667029443,0.16068084934999965,0.12283682109077367
2018-11-05,0.1171429585443309,0.12233689294123236,0.16203898689800375,0.12253036602703368
2018-11-06,0.11706643616505004,0.12135413029378576,0.16256922108410113,0.12220626060410848
2018-11-07,0.11666832567466937,0.12475633893626728,0.16260018609309676,0.12335924161314452
2018-11-08,0.11652837111515545,0.12482260821978709,0.16459529108156407,0.12338149504146227
2018-11-09,0.11658157851343279,0.12487026121231358,0.1651543901057278,0.12327898664903598
2018-11-12,0.11696346717385357,0.12741490236909814,0.16506109031186042,0.12413718091193497
2018-11-13,0.11692629441683679,0.12741098098161124,0.16679633548797584,0.12499715170299333
2018-11-14,0.11692764108853762,0.127858857557609,0.1666647782088001,0.12522556213557995
2018-11-15,0.11643689699245292,0.12835546265535472,0.16666219083681463,0.12469704117244657
2018-11-16,0.11649733057414471,0.1282676426872037,0.16673216202312766,0.12458515811171576
2018-11-19,0.11543722351336612,0.13046027443250796,0.1668200778669828,0.12368475929926451
2018-11-20,0.11573825558339662,0.1329485508618828,0.1673670003538384,0.12492551283059186
2018-11-21,0.1168443058054449,0.13259494100370908,0.16733902005023255,0.1262441562307248
2018-11-22,0.11747940899131987,,0.16762141712174206,0.126154590126852
2018-11-23,0.11742515614346466,,,0.12444511830290182
2018-11-26,0.11821727442489426,0.13435207953534328,,0.12541594399957598
2018-11-27,0.11824568799249184,0.13435273711923684,0.16711619210891224,0.12469072674327289
2018-11-28,0.11812805493000827,0.13812575493727924,0.16705331645551255,0.12306550612219604
2018-11-29,0.11810799956875452,0.13811961783834978,0.16714713050327112,0.12289195134875948
2018-11-30,0.11826433975186972,0.13744752021600062,0.1672355787987837,0.1228122951859351
2018-12-03,0.11944298456317243,0.13792066842945205,0.16766618082065526,0.12430076857961336
2018-12-04,0.1196418609557315,0.14485096726386462,0.1697443497449099,0.12476197918023657
2018-12-05,0.12116417745883099,,0.1694813560957298,0.125796595340397
2018-12-06,0.12833560616523576,,0.17160299351587563,0.13340622373840413
2018-12-07,0.12939825096997826,0.14845763550957222,0.17088029699064064,0.1335961426092114
2018-12-10,0.12980310097279027,0.1484799624103572,0.17338349998014183,0.1347804870446343
2018-12-11,0.13061677107823008,0.1479431536267749,0.17331508236887228,0.1345802416555402
2018-12-12,0.12965371609422197,0.14816892212926883,0.17557741049022269,0.13677487448267198
2018-12-13,0.12965331268441518,0.14808694349121027,0.1760305524055294,0.13603495378524763
2018-12-14,0.12970995730170967,0.15046420465558422,0.17813180960799244,0.1357475025757539
2018-12-17,0.13030606246762416,0.15318325855548318,0.17830592652724933,0.13627323848971826
2018-12-18,0.13048351611341374,0.1531137177603042,0.17995444948026681,0.13592191157956052
2018-12-19,0.12895957746822898,0.15447548881941386,0.1796357083163707,0.135013510101827
2018-12-20,0.12561453260603386,0.15594061787561567,0.1837710692861698,0.13383432390444952
2018-12-21,0.12548237586284056,0.15844469571081407,0.1841032211592608,0.13383833985782223
2018-12-24,0.12445148276258536,0.16273811434519717,,
2018-12-26,,,0.18305302278433794,
2018-12-27,,0.16327439342980438,0.190264206989042,
2018-12-28,0.1288133048762725,0.16310934585505424,0.1900575117243274,0.1354665369669086
2018-12-31,0.12870589508420666,0.16362285062581125,,
2019-01-02,0.12780621059673603,0.16265104787768042,,
2019-01-03,0.1276559791992702,0.16610298684966487,,
2019-01-04,0.13146988075388308,0.17296573483568892,,0.14131134470790535
2019-01-07,0.13137303321559018,0.17303750240134605,0.1929777473031865,0.14072022457164712
2019-01-08,0.1318316813931623,0.1736625472932844,0.19305868179994684,0.14081976419684059
